algo,g,s,tps_avg,tps_std,avg_latency_avg,avg_latency_std,p99_avg,p99_std,sig_gen_time_avg,sig_verify_time_avg,aggregation_time_avg,verify_time_avg,sig_total_time_avg,sig_gen_count_avg,sig_verify_count_avg,sig_per_node_avg,sig_ops_per_tx_avg,batch_size_avg,batch_verify_avg,verify_gain_avg,sig_gen_parallelism_avg,sig_verify_parallelism_avg,sig_agg_parallelism_avg,total_messages_avg,comm_bytes_avg,net_bytes_total_avg,cpu_avg
ed25519,32,1,27.183298260598296,0.0,20.116620689655175,0.0,111.551,0.0,5.775000000000003,3.575000000000002,1.6000000000000008,3.575000000000002,10.950000000000006,33.0,33.0,2.0625,0.33500000000000024,200.0,1.0,3.0,2.0,2.0,1.0,64.0,16384.0,70031106.55249129,82.36
